StartUtc,EndUtc,CreatedUtc,NightCount,NightCost_Sum,OccupiedSpace_Sum,GuestCount_Sum,LeadTime,StayLength,CancellationReason,SettlementType,ReservationState,Origin,CommanderOrigin,TravelAgency,IsOnlineCheckin,NationalityCode,Gender,Classification,AgeGroup,HasEmail,EnterpriseTimeZone,BusinessSegment,Tier,RateId
2019-08-20 13:00:00.0000000,2019-08-21 08:12:41.8712213,2019-08-20 14:03:18.2352944,1,238.749474180000,3,2,0,1,NULL,0,3,1,NULL,Booking.com,0,DE,2,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-27 09:25:47.9296909,2019-08-31 10:00:00.0000000,2019-08-26 23:22:25.8404632,4,755.075123320000,12,12,0,4,NULL,1,3,2,4,NULL,0,IL,1,0,45,1,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-25 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-08 18:45:13.2503298,1,218.490000000000,0,1,17,1,10,0,4,1,NULL,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-13 13:00:00.0000000,2019-08-15 07:11:54.7644990,2019-08-13 13:41:09.0032973,2,374.141190220000,4,4,0,2,NULL,0,3,1,NULL,Booking.com,0,FR,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-25 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-20 09:11:39.2296657,3,715.322139420000,0,6,5,3,0,1,4,2,4,NULL,0,AT,1,0,100,1,2,Leisure,1,7D843D4A-C386-4293-A80A-9A56504EF4C3
2019-08-05 10:54:32.4859840,2019-08-07 11:00:00.0000000,2019-08-05 08:25:29.0158383,2,189.116137000000,4,4,0,2,NULL,1,3,2,1,NULL,0,GB,1,0,25,1,2,FIT,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-24 13:00:00.0000000,2019-08-25 10:00:00.0000000,2019-08-17 12:23:35.1070341,1,215.823966960000,0,1,7,1,10,0,4,1,NULL,Booking.com,0,DE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-20 13:00:00.0000000,2019-08-22 05:41:46.3214599,2019-08-19 09:35:06.9351077,2,561.520546370000,4,2,1,2,NULL,0,3,1,NULL,Expedia GB,0,AT,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-14 13:00:00.0000000,2019-08-15 07:52:48.1354859,2019-08-06 08:31:27.4874765,1,299.999945490000,2,1,8,1,NULL,0,3,1,NULL,Booking.com,0,GB,1,0,35,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-10 08:31:37.8642104,2019-08-16 10:00:00.0000000,2019-08-09 16:37:51.3956478,6,1268.313162060000,12,12,1,6,NULL,0,3,2,1,NULL,0,QA,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-03 08:53:34.2875084,2019-08-04 07:15:21.2457862,2019-08-02 13:13:37.4058880,1,253.029672280000,2,2,1,1,NULL,0,3,1,NULL,Booking.com,0,DE,2,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-16 11:05:36.5221555,2019-08-20 03:55:48.6383672,2019-08-13 19:33:31.3908405,4,707.487328030000,8,8,3,4,NULL,1,3,1,NULL,Agoda,0,US,2,0,65,1,2,OTA Netto,1,352DBBC6-7B8D-4A4C-85A2-951532830D37
2019-08-07 13:00:00.0000000,2019-08-11 07:07:20.9981653,2019-08-03 20:13:04.5343539,4,672.558735380000,12,12,4,4,NULL,1,3,1,NULL,Expedia GB,1,ES,1,0,45,1,2,OTA Netto,1,352DBBC6-7B8D-4A4C-85A2-951532830D37
2019-08-15 13:00:00.0000000,2019-08-18 06:31:51.8617195,2019-08-15 10:39:39.2921689,3,702.084009830000,9,9,0,3,NULL,1,3,1,NULL,Expedia GB,0,RU,2,0,55,0,2,OTA Netto,1,352DBBC6-7B8D-4A4C-85A2-951532830D37
2019-08-18 13:00:00.0000000,2019-08-21 08:55:55.2029931,2019-08-16 14:17:37.1671971,3,1137.630051880000,9,9,2,3,NULL,0,3,1,NULL,Booking.com,0,IT,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-22 11:06:23.5170158,2019-08-25 05:20:53.2959746,2019-08-20 05:53:20.1024695,3,508.452242620000,6,3,2,3,NULL,1,3,1,NULL,Booking.com,1,AU,1,0,25,1,2,OTAs,1,7D843D4A-C386-4293-A80A-9A56504EF4C3
2019-08-28 13:00:00.0000000,2019-08-31 09:43:18.4268353,2019-08-27 18:47:22.1994017,3,492.898405230000,9,6,1,3,NULL,0,3,1,NULL,Expedia GB,0,SC,2,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-15 13:00:00.0000000,2019-08-18 08:45:22.3028126,2019-08-15 08:32:00.2076764,3,655.692663570000,6,6,0,3,NULL,1,3,2,3,NULL,0,IT,1,0,35,1,2,Leisure,1,7D843D4A-C386-4293-A80A-9A56504EF4C3
2019-08-18 13:00:00.0000000,2019-08-19 10:00:00.0000000,2019-08-18 15:35:06.4241324,1,198.340373070000,0,2,0,1,10,0,4,1,NULL,Booking.com,0,CZ,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-16 13:00:00.0000000,2019-08-18 07:31:45.2022845,2019-08-14 08:01:09.5631624,2,540.331820000000,4,4,2,2,NULL,0,3,1,NULL,Booking.com,0,CH,2,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-25 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-08 12:52:17.5348205,3,894.094781580000,0,6,17,3,0,0,4,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-24 13:00:00.0000000,2019-08-27 05:48:40.7190896,2019-08-23 10:45:21.3556431,3,511.153901720000,9,9,1,3,NULL,0,3,1,NULL,Expedia GB,0,KR,1,0,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-23 12:17:06.5746464,2019-08-24 02:07:29.1367319,2019-08-16 08:23:21.4688652,1,228.521764730000,2,2,7,1,NULL,0,3,1,NULL,Booking.com,0,RU,2,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-21 13:00:00.0000000,2019-08-23 10:00:00.0000000,2019-08-21 15:14:25.6455875,2,146.275542700000,4,4,0,2,NULL,1,3,2,7,Hotel Tonight Inc.,0,CH,2,0,35,1,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-21 13:00:00.0000000,2019-08-22 05:42:04.1865965,2019-08-19 14:43:55.9378614,1,119.220356570000,2,1,2,1,NULL,0,3,2,4,NULL,0,GB,2,0,35,1,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-12 12:10:58.6204096,2019-08-13 08:31:29.2542460,2019-08-11 14:45:24.0159975,1,278.155101910000,3,3,1,1,NULL,0,3,1,NULL,Booking.com,0,FR,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-10 12:53:22.0913230,2019-08-14 06:28:24.8749731,2019-08-02 10:17:27.1497936,4,1298.455958590000,8,4,8,4,NULL,1,3,1,NULL,Expedia GB,0,CH,1,0,65,0,2,OTA Netto,1,7D843D4A-C386-4293-A80A-9A56504EF4C3
2019-08-29 09:35:57.3525652,2019-08-30 08:33:19.2632548,2019-08-29 09:30:39.0121367,1,83.442671060000,3,2,0,1,NULL,1,3,2,7,Hotel Tonight Inc.,0,US,2,0,25,1,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-25 13:00:00.0000000,2019-08-30 03:20:27.7222115,2019-08-20 19:20:40.6067841,5,1008.297771250000,15,5,5,5,NULL,0,3,1,NULL,AMTRAV,0,IE,1,0,35,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-28 13:00:00.0000000,2019-08-29 06:35:39.7651496,2019-08-06 10:24:17.3404819,1,253.338433320000,3,2,22,1,NULL,1,3,2,4,NULL,0,US,2,0,45,1,2,Leisure,1,EDD27B23-7F55-4C77-8FF1-6D755E56434C
2019-08-18 10:48:32.8272943,2019-08-20 06:38:56.7142167,2019-08-17 19:35:25.2041969,2,452.296328470000,6,6,1,2,NULL,0,3,1,NULL,Expedia GB,1,GB,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-24 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-23 17:59:53.7500108,4,953.762852560000,0,8,1,4,0,1,4,2,3,NULL,0,NULL,0,0,0,1,2,Film,1,352DBBC6-7B8D-4A4C-85A2-951532830D37
2019-08-22 13:00:00.0000000,2019-08-25 01:51:15.7450290,2019-08-12 04:35:26.2616826,3,654.804975580000,6,6,10,3,NULL,0,3,1,NULL,Expedia GB,0,US,1,0,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-13 13:00:00.0000000,2019-08-14 09:57:32.4728178,2019-08-12 20:21:44.9376085,1,203.666501010000,2,2,1,1,NULL,0,3,1,NULL,Booking.com,0,DE,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-19 13:00:00.0000000,2019-08-20 10:00:00.0000000,2019-08-19 16:43:45.2919544,1,289.077523700000,0,1,0,1,5,0,4,1,NULL,NULL,0,US,1,0,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-19 13:00:00.0000000,2019-08-20 10:00:00.0000000,2019-08-09 16:23:01.9327664,1,158.934745340000,0,2,10,1,0,0,4,2,4,NULL,0,CZ,2,32,45,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-24 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-23 18:50:45.3810688,6,1316.286908650000,12,6,1,6,NULL,0,3,1,NULL,LAWYER TRAVEL,0,US,2,0,25,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-19 12:17:21.9528010,2,425.340000000000,0,4,10,2,10,0,4,1,NULL,Booking.com,0,NULL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-24 13:00:00.0000000,2019-08-25 10:00:00.0000000,2019-08-19 18:23:16.9708213,1,161.482023920000,0,1,5,1,10,0,4,1,NULL,Booking.com,0,DE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-24 13:00:00.0000000,2019-08-25 08:48:57.2096389,2019-08-09 14:19:02.6590478,1,152.180597590000,3,2,15,1,NULL,1,3,1,NULL,Expedia GB,0,GB,1,0,35,1,2,OTA Netto,1,EDD27B23-7F55-4C77-8FF1-6D755E56434C
2019-08-21 13:00:00.0000000,2019-08-24 09:02:32.7339025,2019-08-01 02:07:18.4573135,3,859.474949970000,9,6,20,3,NULL,0,3,1,NULL,Tablet Hotels,0,US,1,0,45,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-06 15:00:00.0000000,2019-08-08 09:54:01.2999404,2019-08-06 14:57:18.3525622,2,430.953221580000,6,4,0,2,NULL,0,3,1,NULL,Booking.com,0,SA,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.768780830000,0,2,9,1,0,0,4,2,4,NULL,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-20 11:53:01.3782447,2019-08-21 08:29:45.7051608,2019-08-20 10:59:10.8467773,1,161.482023920000,2,1,0,1,NULL,0,3,1,NULL,Booking.com,1,CZ,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-20 13:00:00.0000000,2019-08-21 11:00:00.0000000,2019-08-19 17:57:28.5035738,1,161.482023920000,2,2,1,1,NULL,0,3,1,NULL,Booking.com,0,UA,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-20 08:12:25.7454975,2019-08-21 08:44:03.9302048,2019-08-20 07:53:37.9573583,2,172.134279800000,4,4,0,1,NULL,1,3,2,4,NULL,0,US,1,32,35,1,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-25 13:00:00.0000000,2019-08-30 09:51:02.7930581,2019-08-20 19:22:13.8816789,5,1008.297771250000,10,5,5,5,NULL,0,3,1,NULL,AMTRAV,0,IE,1,0,25,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-08 13:00:00.0000000,2019-08-09 10:00:00.0000000,2019-08-03 19:29:26.2047998,4,604.669901710000,8,8,5,1,NULL,1,3,1,NULL,Expedia GB,0,US,1,0,55,1,2,OTA Netto,1,EDD27B23-7F55-4C77-8FF1-6D755E56434C
2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.768780830000,0,2,9,1,0,0,4,2,4,NULL,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-24 13:00:00.0000000,2019-08-27 10:00:00.0000000,2019-08-22 15:54:28.9714273,3,685.449508800000,0,3,2,3,1,0,4,2,4,NULL,0,NULL,0,0,0,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-12 13:00:00.0000000,2019-08-14 08:07:01.2547651,2019-08-07 18:05:34.5028724,2,492.782619840000,4,4,5,2,NULL,0,3,1,NULL,Booking.com,1,IT,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-16 12:56:08.4542141,2019-08-18 10:00:00.0000000,2019-08-05 22:59:07.8156873,2,666.113348670000,4,4,10,2,NULL,0,3,1,NULL,Booking.com,0,DE,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.768780830000,0,2,9,1,0,0,4,2,4,NULL,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-27 13:00:00.0000000,2019-08-29 10:00:00.0000000,2019-08-01 20:31:12.9509191,2,464.106438250000,0,2,26,2,10,0,4,1,NULL,Booking.com,0,PL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.768780830000,0,2,9,1,0,0,4,2,4,NULL,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-21 13:29:41.5933463,2,411.153919890000,0,4,8,2,10,0,4,1,NULL,Booking.com,0,ES,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-12 13:00:00.0000000,2019-08-13 10:00:00.0000000,2019-08-02 07:56:59.7911244,1,265.032757710000,0,1,10,1,10,0,4,1,NULL,NULL,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-23 09:00:00.0000000,2019-08-27 07:28:52.5963250,2019-08-16 01:23:07.4298674,4,668.390461340000,8,8,7,4,NULL,0,3,1,NULL,Expedia GB,1,US,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-10 08:42:49.6415565,2019-08-12 05:02:28.8504975,2019-08-03 12:25:09.0138454,2,593.207148100000,6,6,7,2,NULL,0,3,1,NULL,Booking.com,0,US,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-17 13:00:00.0000000,2019-08-18 06:37:01.2216781,2019-08-15 19:28:18.3430335,1,245.928168360000,2,2,2,1,NULL,0,3,1,NULL,Booking.com,0,CZ,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-06 13:00:00.0000000,2019-08-07 04:23:40.9057399,2019-08-06 09:11:30.0695866,1,118.216883190000,2,1,0,1,NULL,1,3,2,1,NULL,0,AT,1,0,55,0,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-24 13:00:00.0000000,2019-08-26 09:27:12.3843062,2019-08-19 14:31:21.9727954,2,423.465766360000,4,4,5,2,NULL,0,3,1,NULL,Booking.com,1,GB,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-25 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-12 16:22:29.2923041,1,153.338451490000,0,1,13,1,5,0,4,1,NULL,Expedia GB,0,NULL,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-19 10:52:07.8167360,2019-08-21 10:00:00.0000000,2019-08-19 06:52:46.6536193,2,141.489746580000,4,4,0,2,NULL,1,3,2,1,NULL,0,DE,2,0,35,0,2,FIT,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-17 12:31:48.2774849,2019-08-18 10:00:00.0000000,2019-08-16 09:11:50.9723956,1,298.610520810000,2,2,1,1,NULL,0,3,1,NULL,Booking.com,0,CZ,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 06:50:26.3725366,2019-08-30 07:07:26.8789624,2019-08-28 14:17:05.7743425,1,132.381295900000,2,2,1,1,NULL,1,3,2,7,Hotel Tonight Inc.,0,US,1,32,25,0,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-01 13:00:00.0000000,2019-08-03 10:46:04.9650983,2019-08-01 16:55:14.9920106,2,315.399402360000,6,4,0,2,NULL,1,3,1,NULL,Expedia GB,0,US,1,0,35,1,2,OTA Netto,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-15 13:00:00.0000000,2019-08-16 08:57:37.1796459,2019-08-15 19:35:05.9836609,1,258.317205090000,2,1,0,1,NULL,0,3,1,NULL,Booking.com,0,JO,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-06 13:00:00.0000000,2019-08-07 07:32:55.6568801,2019-08-06 18:27:09.9063937,2,278.193697040000,6,4,0,1,NULL,1,3,2,3,NULL,0,DE,1,32,45,1,2,Direct Business,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-16 08:54:02.7800688,2,430.760245930000,0,4,13,2,10,0,4,1,NULL,Booking.com,0,CN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-28 13:00:00.0000000,2019-08-29 10:00:00.0000000,2019-08-28 14:16:35.0632109,1,218.564221190000,2,2,0,1,NULL,1,3,2,0,NULL,0,KW,1,0,35,0,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-20 11:47:49.0828072,2019-08-21 08:08:31.3320544,2019-08-19 19:35:21.6746790,1,190.003824990000,2,1,1,1,NULL,0,3,1,NULL,Booking.com,0,CZ,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-16 13:00:00.0000000,2019-08-21 10:00:00.0000000,2019-08-07 18:53:17.4521559,5,975.916457180000,10,10,9,5,NULL,1,3,1,NULL,Booking.com,0,QA,2,0,55,1,2,OTAs,1,352DBBC6-7B8D-4A4C-85A2-951532830D37
2019-08-16 13:00:00.0000000,2019-08-18 09:47:48.9764828,2019-08-14 13:32:59.6536282,2,596.063187720000,6,4,2,2,NULL,1,3,2,4,NULL,1,SE,2,0,35,1,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-16 08:54:02.7800688,2,430.721650800000,0,4,13,2,10,0,4,1,NULL,Booking.com,0,CN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-21 10:47:42.8546302,2019-08-22 10:00:00.0000000,2019-08-21 10:40:48.3845286,1,86.067139900000,2,2,0,1,NULL,1,3,2,4,NULL,0,JP,2,0,25,0,2,Leisure,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-12 05:00:00.0000000,2019-08-12 18:00:00.0000000,2019-08-11 17:12:08.6731902,1,59.590880720000,2,1,1,0,NULL,1,3,2,3,NULL,0,SK,2,32,25,1,2,Direct Business,1,5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B
2019-08-29 11:40:23.2062826,2019-08-30 09:16:58.9125157,2019-08-23 10:19:24.6639134,1,460.092544730000,2,1,6,1,NULL,0,3,1,NULL,Booking.com,0,CZ,1,32,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-19 13:00:00.0000000,2019-08-20 08:12:16.5585244,2019-08-19 17:54:35.1418658,1,86.067139900000,2,2,0,1,NULL,0,3,2,4,NULL,0,US,1,32,35,1,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-26 10:04:41.4583268,2019-08-30 06:27:47.7209607,2019-08-06 08:15:55.5714176,4,519.181688760000,8,8,20,4,NULL,1,3,2,4,NULL,0,IL,1,0,35,1,2,Leisure,1,352DBBC6-7B8D-4A4C-85A2-951532830D37
2019-08-12 13:00:00.0000000,2019-08-14 07:36:59.9772051,2019-08-07 18:03:33.5906680,2,492.782619840000,4,4,5,2,NULL,0,3,1,NULL,Booking.com,0,CH,2,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-10 13:00:00.0000000,2019-08-13 10:00:00.0000000,2019-08-03 21:07:08.3266561,3,682.207517880000,9,6,7,3,NULL,0,3,1,NULL,Booking.com,0,CH,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.768780830000,0,2,9,1,0,0,4,2,4,NULL,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-14 08:09:40.9497708,2019-08-15 02:56:19.5636787,2019-08-13 15:14:47.2243924,1,298.031593860000,3,2,1,1,NULL,0,3,2,0,NULL,0,TW,2,32,25,1,2,Leisure,1,F053F480-56C8-4EC6-913F-649554208CCD
2019-08-18 11:23:21.2878837,2019-08-19 02:07:56.5352738,2019-08-17 16:57:10.8137220,1,259.282083340000,2,2,1,1,NULL,0,3,1,NULL,Booking.com,0,US,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9
2019-08-07 08:35:12.9957415,2019-08-10 09:58:23.1280895,2019-08-04 12:40:09.1466407,3,611.192478680000,6,6,3,3,NULL,1,3,1,NULL,Booking.com,0,UA,2,0,25,1,2,OTAs,1,7D843D4A-C386-4293-A80A-9A56504EF4C3
2019-08-19 09:32:14.8208164,2019-08-21 09:27:57.5109138,2019-08-19 09:28:49.0940249,3,889.154604940000,9,6,0,2,NULL,0,3,2,0,Booking.com,0,FR,1,0,55,1,2,Leisure,1,F053F480-56C8-4EC6-913F-649554208CCD
2019-08-18 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-05 12:22:31.5483988,8,2101.774994410000,0,8,13,8,10,0,4,1,NULL,NULL,0,NULL,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9
