,StartUtc,EndUtc,CreatedUtc,NightCount,NightCost_Sum,OccupiedSpace_Sum,GuestCount_Sum,LeadTime,StayLength,CancellationReason,SettlementType_x,ReservationState,Origin,CommanderOrigin,TravelAgency,IsOnlineCheckin,NationalityCode,Gender,Classification,AgeGroup,HasEmail,EnterpriseTimeZone,BusinessSegment,Tier,RateId,RateName,ShortRateName,SettlementAction,SettlementTrigger,SettlementValue,SettlementType_y
14,2019-08-14 13:00:00.0000000,2019-08-15 07:52:48.1354859,2019-08-06 08:31:27.4874765,1,299.99994549,2,1,8,1,,0,3,1,,Booking.com,0,GB,1,0,35,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
15,2019-08-10 08:31:37.8642104,2019-08-16 10:00:00.0000000,2019-08-09 16:37:51.3956478,6,1268.31316206,12,12,1,6,,0,3,2,1.0,,0,QA,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
16,2019-08-03 08:53:34.2875084,2019-08-04 07:15:21.2457862,2019-08-02 13:13:37.4058880,1,253.02967228,2,2,1,1,,0,3,1,,Booking.com,0,DE,2,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
17,2019-08-18 13:00:00.0000000,2019-08-21 08:55:55.2029931,2019-08-16 14:17:37.1671971,3,1137.63005188,9,9,2,3,,0,3,1,,Booking.com,0,IT,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
18,2019-08-28 13:00:00.0000000,2019-08-31 09:43:18.4268353,2019-08-27 18:47:22.1994017,3,492.89840523,9,6,1,3,,0,3,1,,Expedia GB,0,SC,2,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
19,2019-08-18 13:00:00.0000000,2019-08-19 10:00:00.0000000,2019-08-18 15:35:06.4241324,1,198.34037307,0,2,0,1,10.0,0,4,1,,Booking.com,0,CZ,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
20,2019-08-16 13:00:00.0000000,2019-08-18 07:31:45.2022845,2019-08-14 08:01:09.5631624,2,540.33182,4,4,2,2,,0,3,1,,Booking.com,0,CH,2,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
21,2019-08-25 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-08 12:52:17.5348205,3,894.09478158,0,6,17,3,0.0,0,4,2,4.0,,0,,0,0,0,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
22,2019-08-24 13:00:00.0000000,2019-08-27 05:48:40.7190896,2019-08-23 10:45:21.3556431,3,511.15390172,9,9,1,3,,0,3,1,,Expedia GB,0,KR,1,0,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
23,2019-08-23 12:17:06.5746464,2019-08-24 02:07:29.1367319,2019-08-16 08:23:21.4688652,1,228.52176473,2,2,7,1,,0,3,1,,Booking.com,0,RU,2,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
24,2019-08-21 13:00:00.0000000,2019-08-22 05:42:04.1865965,2019-08-19 14:43:55.9378614,1,119.22035657,2,1,2,1,,0,3,2,4.0,,0,GB,2,0,35,1,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
25,2019-08-12 12:10:58.6204096,2019-08-13 08:31:29.2542460,2019-08-11 14:45:24.0159975,1,278.15510191,3,3,1,1,,0,3,1,,Booking.com,0,FR,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
26,2019-08-25 13:00:00.0000000,2019-08-30 03:20:27.7222115,2019-08-20 19:20:40.6067841,5,1008.29777125,15,5,5,5,,0,3,1,,AMTRAV,0,IE,1,0,35,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
27,2019-08-18 10:48:32.8272943,2019-08-20 06:38:56.7142167,2019-08-17 19:35:25.2041969,2,452.29632847,6,6,1,2,,0,3,1,,Expedia GB,1,GB,1,0,25,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
28,2019-08-22 13:00:00.0000000,2019-08-25 01:51:15.7450290,2019-08-12 04:35:26.2616826,3,654.80497558,6,6,10,3,,0,3,1,,Expedia GB,0,US,1,0,45,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
29,2019-08-13 13:00:00.0000000,2019-08-14 09:57:32.4728178,2019-08-12 20:21:44.9376085,1,203.66650101,2,2,1,1,,0,3,1,,Booking.com,0,DE,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
30,2019-08-19 13:00:00.0000000,2019-08-20 10:00:00.0000000,2019-08-19 16:43:45.2919544,1,289.0775237,0,1,0,1,5.0,0,4,1,,,0,US,1,0,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
31,2019-08-19 13:00:00.0000000,2019-08-20 10:00:00.0000000,2019-08-09 16:23:01.9327664,1,158.93474534,0,2,10,1,0.0,0,4,2,4.0,,0,CZ,2,32,45,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
32,2019-08-24 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-23 18:50:45.3810688,6,1316.28690865,12,6,1,6,,0,3,1,,LAWYER TRAVEL,0,US,2,0,25,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
33,2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-19 12:17:21.9528010,2,425.34,0,4,10,2,10.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
34,2019-08-24 13:00:00.0000000,2019-08-25 10:00:00.0000000,2019-08-19 18:23:16.9708213,1,161.48202392,0,1,5,1,10.0,0,4,1,,Booking.com,0,DE,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
35,2019-08-21 13:00:00.0000000,2019-08-24 09:02:32.7339025,2019-08-01 02:07:18.4573135,3,859.47494997,9,6,20,3,,0,3,1,,Tablet Hotels,0,US,1,0,45,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
36,2019-08-06 15:00:00.0000000,2019-08-08 09:54:01.2999404,2019-08-06 14:57:18.3525622,2,430.95322158,6,4,0,2,,0,3,1,,Booking.com,0,SA,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
37,2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.76878083,0,2,9,1,0.0,0,4,2,4.0,,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
38,2019-08-20 11:53:01.3782447,2019-08-21 08:29:45.7051608,2019-08-20 10:59:10.8467773,1,161.48202392,2,1,0,1,,0,3,1,,Booking.com,1,CZ,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
39,2019-08-20 13:00:00.0000000,2019-08-21 11:00:00.0000000,2019-08-19 17:57:28.5035738,1,161.48202392,2,2,1,1,,0,3,1,,Booking.com,0,UA,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
40,2019-08-25 13:00:00.0000000,2019-08-30 09:51:02.7930581,2019-08-20 19:22:13.8816789,5,1008.29777125,10,5,5,5,,0,3,1,,AMTRAV,0,IE,1,0,25,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
41,2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.76878083,0,2,9,1,0.0,0,4,2,4.0,,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
42,2019-08-24 13:00:00.0000000,2019-08-27 10:00:00.0000000,2019-08-22 15:54:28.9714273,3,685.4495088,0,3,2,3,1.0,0,4,2,4.0,,0,,0,0,0,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
43,2019-08-12 13:00:00.0000000,2019-08-14 08:07:01.2547651,2019-08-07 18:05:34.5028724,2,492.78261984,4,4,5,2,,0,3,1,,Booking.com,1,IT,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
44,2019-08-16 12:56:08.4542141,2019-08-18 10:00:00.0000000,2019-08-05 22:59:07.8156873,2,666.11334867,4,4,10,2,,0,3,1,,Booking.com,0,DE,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
45,2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.76878083,0,2,9,1,0.0,0,4,2,4.0,,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
46,2019-08-27 13:00:00.0000000,2019-08-29 10:00:00.0000000,2019-08-01 20:31:12.9509191,2,464.10643825,0,2,26,2,10.0,0,4,1,,Booking.com,0,PL,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
47,2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.76878083,0,2,9,1,0.0,0,4,2,4.0,,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
48,2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-21 13:29:41.5933463,2,411.15391989,0,4,8,2,10.0,0,4,1,,Booking.com,0,ES,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
49,2019-08-12 13:00:00.0000000,2019-08-13 10:00:00.0000000,2019-08-02 07:56:59.7911244,1,265.03275771,0,1,10,1,10.0,0,4,1,,,0,DE,0,32,0,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
50,2019-08-23 09:00:00.0000000,2019-08-27 07:28:52.5963250,2019-08-16 01:23:07.4298674,4,668.39046134,8,8,7,4,,0,3,1,,Expedia GB,1,US,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
51,2019-08-10 08:42:49.6415565,2019-08-12 05:02:28.8504975,2019-08-03 12:25:09.0138454,2,593.2071481,6,6,7,2,,0,3,1,,Booking.com,0,US,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
52,2019-08-17 13:00:00.0000000,2019-08-18 06:37:01.2216781,2019-08-15 19:28:18.3430335,1,245.92816836,2,2,2,1,,0,3,1,,Booking.com,0,CZ,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
53,2019-08-24 13:00:00.0000000,2019-08-26 09:27:12.3843062,2019-08-19 14:31:21.9727954,2,423.46576636,4,4,5,2,,0,3,1,,Booking.com,1,GB,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
54,2019-08-25 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-12 16:22:29.2923041,1,153.33845149,0,1,13,1,5.0,0,4,1,,Expedia GB,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
55,2019-08-17 12:31:48.2774849,2019-08-18 10:00:00.0000000,2019-08-16 09:11:50.9723956,1,298.61052081,2,2,1,1,,0,3,1,,Booking.com,0,CZ,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
56,2019-08-15 13:00:00.0000000,2019-08-16 08:57:37.1796459,2019-08-15 19:35:05.9836609,1,258.31720509,2,1,0,1,,0,3,1,,Booking.com,0,JO,1,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
57,2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-16 08:54:02.7800688,2,430.76024593,0,4,13,2,10.0,0,4,1,,Booking.com,0,CN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
58,2019-08-20 11:47:49.0828072,2019-08-21 08:08:31.3320544,2019-08-19 19:35:21.6746790,1,190.00382499,2,1,1,1,,0,3,1,,Booking.com,0,CZ,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
59,2019-08-29 13:00:00.0000000,2019-08-31 10:00:00.0000000,2019-08-16 08:54:02.7800688,2,430.7216508,0,4,13,2,10.0,0,4,1,,Booking.com,0,CN,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
60,2019-08-29 11:40:23.2062826,2019-08-30 09:16:58.9125157,2019-08-23 10:19:24.6639134,1,460.09254473,2,1,6,1,,0,3,1,,Booking.com,0,CZ,1,32,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
61,2019-08-19 13:00:00.0000000,2019-08-20 08:12:16.5585244,2019-08-19 17:54:35.1418658,1,86.0671399,2,2,0,1,,0,3,2,4.0,,0,US,1,32,35,1,2,FIT,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
62,2019-08-12 13:00:00.0000000,2019-08-14 07:36:59.9772051,2019-08-07 18:03:33.5906680,2,492.78261984,4,4,5,2,,0,3,1,,Booking.com,0,CH,2,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
63,2019-08-10 13:00:00.0000000,2019-08-13 10:00:00.0000000,2019-08-03 21:07:08.3266561,3,682.20751788,9,6,7,3,,0,3,1,,Booking.com,0,CH,1,0,55,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
64,2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.76878083,0,2,9,1,0.0,0,4,2,4.0,,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
65,2019-08-18 11:23:21.2878837,2019-08-19 02:07:56.5352738,2019-08-17 16:57:10.8137220,1,259.28208334,2,2,1,1,,0,3,1,,Booking.com,0,US,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
66,2019-08-18 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-05 12:22:31.5483988,8,2101.77499441,0,8,13,8,10.0,0,4,1,,,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
67,2019-08-16 10:59:18.1750405,2019-08-17 10:00:00.0000000,2019-08-15 08:47:11.3610215,1,192.08796201,0,2,1,1,10.0,0,4,1,,Booking.com,0,US,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
68,2019-08-27 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-08 19:07:21.2437342,1,225.69,0,1,19,1,10.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
69,2019-08-27 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-08 19:07:21.2593595,1,225.7,0,1,19,1,10.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
70,2019-08-10 06:59:59.8639903,2019-08-11 07:06:21.0085673,2019-08-06 13:28:01.0305595,2,552.57625255,4,2,4,1,,0,3,1,,Booking.com,0,SK,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
71,2019-08-25 13:00:00.0000000,2019-08-30 06:33:10.1128053,2019-08-19 22:25:50.6079392,5,786.72312992,10,5,5,5,,0,3,1,,CARLSON WAGONLIT TRAVEL,0,US,2,0,25,1,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
72,2019-08-27 13:00:00.0000000,2019-08-28 10:00:00.0000000,2019-08-08 19:07:21.2437342,1,225.69,0,1,19,1,10.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
73,2019-08-23 13:00:00.0000000,2019-08-27 10:00:00.0000000,2019-08-11 01:07:10.3704902,4,1022.3849937,0,12,12,4,10.0,0,4,1,,Booking.com,0,HK,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
74,2019-08-28 13:00:00.0000000,2019-08-29 06:36:11.7277378,2019-08-28 18:25:50.1040030,1,150.21224596,2,1,0,1,,0,3,1,,Expedia GB,0,US,2,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
75,2019-08-05 13:00:00.0000000,2019-08-07 04:32:53.9610519,2019-08-04 09:13:15.1612577,2,464.06784312,4,2,1,2,,0,3,1,,Agoda,0,,1,0,0,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
76,2019-08-04 12:47:33.6113141,2019-08-05 04:55:11.0923262,2019-08-04 07:09:36.5572034,1,144.03702516,2,2,0,1,,0,3,2,3.0,,0,SK,2,32,45,1,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
77,2019-08-25 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-08 18:45:13.2503298,1,218.49,0,1,17,1,10.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
78,2019-08-28 11:11:46.1178041,2019-08-29 09:54:09.5924511,2019-08-27 14:07:31.9302305,1,193.78614773,2,2,1,1,,0,3,1,,Booking.com,0,SK,1,0,55,0,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
79,2019-08-29 13:00:00.0000000,2019-08-30 10:00:00.0000000,2019-08-20 11:57:37.6993287,1,188.76878083,0,2,9,1,0.0,0,4,2,4.0,,0,CZ,1,32,45,0,2,Leisure,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
80,2019-08-26 13:00:00.0000000,2019-08-29 10:00:00.0000000,2019-08-09 22:53:20.4375051,3,932.8442921,0,6,16,3,10.0,0,4,1,,FROSCH INTERNATIONAL TRAVELINC,0,,0,0,0,0,2,Direct Business,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
81,2019-08-21 12:41:30.6377448,2019-08-22 08:46:18.1469646,2019-08-20 16:57:28.1880530,1,184.02157984,2,2,1,1,,0,3,1,,Booking.com,0,PL,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
82,2019-08-28 09:23:18.3910924,2019-08-30 09:54:08.5846925,2019-08-28 09:11:18.4972029,2,292.62827566,4,2,0,2,,0,3,1,,Expedia GB,0,CH,1,0,35,1,2,OTA Netto,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
83,2019-08-20 13:00:00.0000000,2019-08-21 05:42:22.7826410,2019-08-19 14:39:28.7774922,1,119.22035657,2,1,1,1,,0,3,2,4.0,,0,DE,1,32,45,1,2,Film,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
84,2019-08-23 13:00:00.0000000,2019-08-24 09:17:50.9050927,2019-08-22 14:07:31.1766462,1,292.5510854,3,2,1,1,,0,3,1,,Booking.com,0,DE,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
85,2019-08-21 11:58:13.8096074,2019-08-25 10:00:00.0000000,2019-08-18 13:15:17.2407301,4,919.41318686,8,4,3,4,,0,3,1,,Booking.com,0,SA,1,0,25,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
86,2019-08-25 13:00:00.0000000,2019-08-28 08:05:24.5008857,2019-08-24 10:39:22.3222936,3,709.30129914,6,3,1,3,,0,3,1,,Booking.com,0,SK,1,0,35,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
87,2019-08-25 13:00:00.0000000,2019-08-26 10:00:00.0000000,2019-08-08 18:45:13.2659545,1,218.49,0,1,17,1,10.0,0,4,1,,Booking.com,0,,1,0,0,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
88,2019-08-03 12:08:03.1499259,2019-08-04 08:58:42.3415115,2019-08-02 18:53:18.5786760,1,244.19138751,3,2,1,1,,0,3,1,,Booking.com,0,DE,2,0,45,1,2,OTAs,1,C0595866-7641-424E-9C53-B2FF82C366F9,Fully Flexible,FF,0,2,1.0,0
